CartoSanté; ; 
Référentiel géographique : France par commune et arrondissement mun.; ; 
Code;Libellé;Zonage kinés
85067;Cheffois;1_Tres_sous_dotee
85070;Coëx;3_intermediaire
85071;Commequiers;3_intermediaire
85072;La Copechagnière;3_intermediaire
85073;Corpe;3_intermediaire
85074;La Couture;3_intermediaire
85076;Cugand;3_intermediaire
85077;Curzon;3_intermediaire
85078;Damvix;1_Tres_sous_dotee
85080;Doix lès Fontaines;1_Tres_sous_dotee
85081;Dompierre-sur-Yon;3_intermediaire
85082;Les Epesses;2_Sous_dotee
85083;L'Épine;3_intermediaire
85084;Essarts en Bocage;2_Sous_dotee
85086;Falleron;2_Sous_dotee
85087;Faymoreau;1_Tres_sous_dotee
85088;Le Fenouiller;3_intermediaire
85089;La Ferrière;2_Sous_dotee
85090;Sèvremont;3_intermediaire
85092;Fontenay-le-Comte;1_Tres_sous_dotee
85093;Fougeré;2_Sous_dotee
85094;Foussais-Payré;1_Tres_sous_dotee
85095;Froidfond;3_intermediaire
85096;La Garnache;3_intermediaire
85097;La Gaubretière;2_Sous_dotee
85098;La Genétouze;3_intermediaire
85099;Le Girouard;3_intermediaire
85100;Givrand;3_intermediaire
85101;Le Givre;2_Sous_dotee
85102;Grand'Landes;3_intermediaire
85103;Grosbreuil;2_Sous_dotee
85104;Grues;3_intermediaire
85105;Le Gué-de-Velluire;2_Sous_dotee
85106;La Guérinière;3_intermediaire
85108;L'Herbergement;3_intermediaire
85109;Les Herbiers;2_Sous_dotee
85110;L'Hermenault;1_Tres_sous_dotee
85111;L'Île-d'Elle;2_Sous_dotee
85112;L'Île-d'Olonne;3_intermediaire
85113;L'Île-d'Yeu;3_intermediaire
85114;Jard-sur-Mer;2_Sous_dotee
85115;La Jaudonnière;1_Tres_sous_dotee
85116;La Jonchère;3_intermediaire
85117;Lairoux;3_intermediaire
85118;Landeronde;3_intermediaire
85119;Les Landes-Genusson;2_Sous_dotee
85120;Landevieille;3_intermediaire
85121;Le Langon;1_Tres_sous_dotee
85123;Liez;1_Tres_sous_dotee
85125;Loge-Fougereuse;1_Tres_sous_dotee
85126;Longèves;1_Tres_sous_dotee
85127;Longeville-sur-Mer;2_Sous_dotee
85128;Luçon;3_intermediaire
85129;Les Lucs-sur-Boulogne;2_Sous_dotee
85130;Maché;3_intermediaire
85131;Les Magnils-Reigniers;3_intermediaire
85132;Maillé;1_Tres_sous_dotee
85133;Maillezais;1_Tres_sous_dotee
85134;Mallièvre;2_Sous_dotee
85135;Mareuil-sur-Lay-Dissais;3_intermediaire
85136;Marillet;1_Tres_sous_dotee
85137;Marsais-Sainte-Radégonde;1_Tres_sous_dotee
85138;Martinet;3_intermediaire
85139;Le Mazeau;1_Tres_sous_dotee
85140;La Meilleraie-Tillay;3_intermediaire
85141;Menomblet;1_Tres_sous_dotee
85142;La Merlatière;2_Sous_dotee
85143;Mervent;1_Tres_sous_dotee
85144;Mesnard-la-Barotière;2_Sous_dotee
85145;Monsireigne;3_intermediaire
85146;Montaigu-Vendée;3_intermediaire
85147;Montournais;3_intermediaire
85148;Montreuil;1_Tres_sous_dotee
85149;Moreilles;3_intermediaire
85151;Mortagne-sur-Sèvre;2_Sous_dotee
85152;Les Achards;3_intermediaire
85153;Mouchamps;2_Sous_dotee
85154;Mouilleron-Saint-Germain;1_Tres_sous_dotee
85155;Mouilleron-le-Captif;3_intermediaire
85156;Moutiers-les-Mauxfaits;2_Sous_dotee
85157;Moutiers-sur-le-Lay;3_intermediaire
85158;Mouzeuil-Saint-Martin;3_intermediaire
85159;Nalliers;3_intermediaire
85160;Nesmy;2_Sous_dotee
85161;Nieul-le-Dolent;3_intermediaire
85162;Rives-d'Autise;1_Tres_sous_dotee
85163;Noirmoutier-en-l'Île;3_intermediaire
85164;Notre-Dame-de-Monts;2_Sous_dotee
85165;L'Oie;3_intermediaire
85167;L'Orbrie;1_Tres_sous_dotee
85169;Palluau;3_intermediaire
85171;Péault;3_intermediaire
85172;Le Perrier;2_Sous_dotee
85174;Petosse;1_Tres_sous_dotee
85175;Les Pineaux;1_Tres_sous_dotee
85176;Pissotte;1_Tres_sous_dotee
85177;Les Velluire-sur-Vendée;1_Tres_sous_dotee
85178;Le Poiré-sur-Vie;3_intermediaire
85179;Poiroux;2_Sous_dotee
85181;Pouillé;1_Tres_sous_dotee
85182;Pouzauges;3_intermediaire
85184;Puy-de-Serre;1_Tres_sous_dotee
85185;Puyravault;3_intermediaire
85186;La Rabatelière;3_intermediaire
85187;Réaumur;3_intermediaire
85188;La Réorthe;1_Tres_sous_dotee
85189;Notre-Dame-de-Riez;3_intermediaire
85190;Rocheservière;2_Sous_dotee
85191;La Roche-sur-Yon;3_intermediaire
85192;Rochetrejoux;2_Sous_dotee
85193;Rosnay;2_Sous_dotee
85194;Les Sables-d'Olonne;3_intermediaire
85196;Saint-André-Goule-d'Oie;2_Sous_dotee
85197;Montréverd;3_intermediaire
85198;Saint-Aubin-des-Ormeaux;2_Sous_dotee
85199;Saint-Aubin-la-Plaine;3_intermediaire
85200;Saint-Avaugourd-des-Landes;2_Sous_dotee
85201;Saint-Benoist-sur-Mer;3_intermediaire
85202;Sainte-Cécile;1_Tres_sous_dotee
85204;Saint-Christophe-du-Ligneron;3_intermediaire
85205;Saint-Cyr-des-Gâts;1_Tres_sous_dotee
85206;Saint-Cyr-en-Talmondais;2_Sous_dotee
85207;Saint-Denis-du-Payré;3_intermediaire
85208;Saint-Denis-la-Chevasse;3_intermediaire
85209;Saint-Étienne-de-Brillouet;1_Tres_sous_dotee
85210;Saint-Étienne-du-Bois;2_Sous_dotee
85211;Sainte-Flaive-des-Loups;3_intermediaire
85212;Sainte-Florence;3_intermediaire
85213;Rives de l'Yon;1_Tres_sous_dotee
85214;Sainte-Foy;3_intermediaire
85215;Saint-Fulgent;2_Sous_dotee
85216;Sainte-Gemme-la-Plaine;3_intermediaire
85218;Saint-Georges-de-Pointindoux;3_intermediaire
85220;Saint-Germain-de-Prinçay;1_Tres_sous_dotee
85221;Saint-Gervais;2_Sous_dotee
85222;Saint-Gilles-Croix-de-Vie;3_intermediaire
85223;Sainte-Hermine;1_Tres_sous_dotee
85226;Saint-Hilaire-de-Riez;3_intermediaire
85227;Saint-Hilaire-des-Loges;1_Tres_sous_dotee
85229;Saint-Hilaire-de-Voust;1_Tres_sous_dotee
85231;Saint-Hilaire-la-Forêt;2_Sous_dotee
85232;Saint-Hilaire-le-Vouhis;1_Tres_sous_dotee
85233;Saint-Jean-de-Beugné;3_intermediaire
85234;Saint-Jean-de-Monts;2_Sous_dotee
85235;Saint-Juire-Champgillon;1_Tres_sous_dotee
85236;Saint-Julien-des-Landes;3_intermediaire
85237;Saint-Laurent-de-la-Salle;1_Tres_sous_dotee
85238;Saint-Laurent-sur-Sèvre;2_Sous_dotee
85239;Saint-Maixent-sur-Vie;3_intermediaire
85240;Saint-Malô-du-Bois;2_Sous_dotee
85242;Saint-Mars-la-Réorthe;2_Sous_dotee
85243;Brem-sur-Mer;3_intermediaire
85244;Saint-Martin-de-Fraigneau;1_Tres_sous_dotee
85245;Saint-Martin-des-Fontaines;1_Tres_sous_dotee
85246;Saint-Martin-des-Noyers;2_Sous_dotee
85247;Saint-Martin-des-Tilleuls;2_Sous_dotee
85248;Saint-Martin-Lars-en-Sainte-Hermine;1_Tres_sous_dotee
85250;Saint-Mathurin;3_intermediaire
85251;Saint-Maurice-des-Noues;1_Tres_sous_dotee
85252;Saint-Maurice-le-Girard;1_Tres_sous_dotee
85254;Saint-Mesmin;1_Tres_sous_dotee
85255;Saint-Michel-en-l'Herm;3_intermediaire
85256;Saint-Michel-le-Cloucq;1_Tres_sous_dotee
85259;Saint-Paul-en-Pareds;2_Sous_dotee
85260;Saint-Paul-Mont-Penit;3_intermediaire
85261;Sainte-Pexine;1_Tres_sous_dotee
85262;Saint-Philbert-de-Bouaine;2_Sous_dotee
85264;Saint-Pierre-du-Chemin;1_Tres_sous_dotee
85265;Saint-Pierre-le-Vieux;1_Tres_sous_dotee
85266;Saint-Prouant;3_intermediaire
85267;Sainte-Radégonde-des-Noyers;2_Sous_dotee
85268;Saint-Révérend;3_intermediaire
85269;Saint-Sigismond;1_Tres_sous_dotee
85273;Saint-Urbain;2_Sous_dotee
85274;Saint-Valérien;1_Tres_sous_dotee
85276;Saint-Vincent-Sterlanges;1_Tres_sous_dotee
85277;Saint-Vincent-sur-Graon;2_Sous_dotee
85278;Saint-Vincent-sur-Jard;2_Sous_dotee
85280;Sallertaine;3_intermediaire
85281;Sérigné;1_Tres_sous_dotee
85282;Sigournais;1_Tres_sous_dotee
85284;Soullans;3_intermediaire
85285;Le Tablier;1_Tres_sous_dotee
85286;La Taillée;2_Sous_dotee
85287;Tallud-Sainte-Gemme;1_Tres_sous_dotee
85288;Talmont-Saint-Hilaire;2_Sous_dotee
85289;Terval;1_Tres_sous_dotee
85290;Thiré;1_Tres_sous_dotee
85291;Thorigny;2_Sous_dotee
85292;Rives-du-Fougerais;1_Tres_sous_dotee
85293;Tiffauges;1_Tres_sous_dotee
85294;La Tranche-sur-Mer;3_intermediaire
85295;Treize-Septiers;3_intermediaire
85296;Treize-Vents;2_Sous_dotee
85297;Triaize;3_intermediaire
85298;Vairé;3_intermediaire
85300;Venansault;3_intermediaire
85301;Vendrennes;2_Sous_dotee
85302;Chanverrie;2_Sous_dotee
85303;Vix;1_Tres_sous_dotee
85304;Vouillé-les-Marais;2_Sous_dotee
85305;Vouvant;1_Tres_sous_dotee
85306;Xanton-Chassenon;1_Tres_sous_dotee
86001;Adriers;1_Tres_sous_dotee
86002;Amberre;1_Tres_sous_dotee
86003;Anché;2_Sous_dotee
86004;Angles-sur-l'Anglin;2_Sous_dotee
86005;Angliers;1_Tres_sous_dotee
86006;Antigny;2_Sous_dotee
86007;Antran;1_Tres_sous_dotee
86008;Arçay;1_Tres_sous_dotee
86009;Archigny;2_Sous_dotee
86010;Aslonnes;2_Sous_dotee
86011;Asnières-sur-Blour;1_Tres_sous_dotee
86012;Asnois;3_intermediaire
86013;Aulnay;1_Tres_sous_dotee
86014;Availles-en-Châtellerault;1_Tres_sous_dotee
86015;Availles-Limouzine;1_Tres_sous_dotee
86016;Avanton;3_intermediaire
86017;Ayron;1_Tres_sous_dotee
86018;Basses;1_Tres_sous_dotee
86019;Beaumont Saint-Cyr;2_Sous_dotee
86020;Bellefonds;1_Tres_sous_dotee
86022;Berrie;1_Tres_sous_dotee
86023;Berthegon;1_Tres_sous_dotee
86024;Béruges;3_intermediaire
86025;Béthines;2_Sous_dotee
86026;Beuxes;1_Tres_sous_dotee
86027;Biard;3_intermediaire
86028;Bignoux;3_intermediaire
86029;Blanzay;3_intermediaire
86031;Bonnes;2_Sous_dotee
86032;Bonneuil-Matours;1_Tres_sous_dotee
86034;Bouresse;2_Sous_dotee
86035;Bourg-Archambault;1_Tres_sous_dotee
86036;Bournand;1_Tres_sous_dotee
86037;Brigueil-le-Chantre;1_Tres_sous_dotee
86038;Brion;1_Tres_sous_dotee
86039;Brux;2_Sous_dotee
86040;La Bussière;2_Sous_dotee
86041;Buxerolles;3_intermediaire
86042;Buxeuil;1_Tres_sous_dotee
86044;Ceaux-en-Loudun;1_Tres_sous_dotee
86045;Celle-Lévescault;1_Tres_sous_dotee
86046;Cenon-sur-Vienne;1_Tres_sous_dotee
86047;Cernay;1_Tres_sous_dotee
86048;Chabournay;1_Tres_sous_dotee
86049;Chalais;1_Tres_sous_dotee
86050;Chalandray;1_Tres_sous_dotee
86051;Champagné-le-Sec;2_Sous_dotee
86052;Champagné-Saint-Hilaire;1_Tres_sous_dotee
86053;Champigny en Rochereau;1_Tres_sous_dotee
86054;Champniers;3_intermediaire
86055;La Chapelle-Bâton;3_intermediaire
86058;La Chapelle-Moulière;3_intermediaire
86059;Chapelle-Viviers;2_Sous_dotee
86061;Charroux;3_intermediaire
86062;Chasseneuil-du-Poitou;3_intermediaire
86063;Chatain;3_intermediaire
86064;Château-Garnier;1_Tres_sous_dotee
86065;Château-Larcher;1_Tres_sous_dotee
86066;Châtellerault;1_Tres_sous_dotee
86068;Chaunay;2_Sous_dotee
86069;La Chaussée;1_Tres_sous_dotee
86070;Chauvigny;2_Sous_dotee
86072;Chenevelles;1_Tres_sous_dotee
86073;Cherves;1_Tres_sous_dotee
86074;Chiré-en-Montreuil;1_Tres_sous_dotee
86075;Chouppes;1_Tres_sous_dotee
86076;Cissé;1_Tres_sous_dotee
86077;Civaux;2_Sous_dotee
86078;Civray;3_intermediaire
86079;La Roche-Rigault;1_Tres_sous_dotee
86080;Cloué;1_Tres_sous_dotee
86081;Colombiers;1_Tres_sous_dotee
86082;Valence-en-Poitou;2_Sous_dotee
86083;Coulombiers;1_Tres_sous_dotee
86084;Coulonges-les-Hérolles;1_Tres_sous_dotee
86085;Coussay;1_Tres_sous_dotee
86086;Coussay-les-Bois;1_Tres_sous_dotee
86087;Craon;1_Tres_sous_dotee
86088;Croutelle;3_intermediaire
86089;Cuhon;1_Tres_sous_dotee
86090;Curçay-sur-Dive;1_Tres_sous_dotee
86091;Curzay-sur-Vonne;1_Tres_sous_dotee
86092;Dangé-Saint-Romain;1_Tres_sous_dotee
86093;Dercé;1_Tres_sous_dotee
86094;Dienné;2_Sous_dotee
86095;Dissay;2_Sous_dotee
86096;Doussay;1_Tres_sous_dotee
86097;La Ferrière-Airoux;1_Tres_sous_dotee
86098;Fleix;2_Sous_dotee
86099;Fleuré;2_Sous_dotee
86100;Fontaine-le-Comte;3_intermediaire
86102;Frozes;1_Tres_sous_dotee
86103;Gençay;1_Tres_sous_dotee
86104;Genouillé;3_intermediaire
86105;Gizay;2_Sous_dotee
86106;Glénouze;1_Tres_sous_dotee
86107;Gouex;2_Sous_dotee
86108;La Grimaudière;1_Tres_sous_dotee
86109;Guesnes;1_Tres_sous_dotee
86110;Haims;2_Sous_dotee
86111;Ingrandes;1_Tres_sous_dotee
86112;L'Isle-Jourdain;1_Tres_sous_dotee
86113;Iteuil;2_Sous_dotee
86114;Jardres;2_Sous_dotee
86115;Jaunay-Marigny;2_Sous_dotee
86116;Jazeneuil;1_Tres_sous_dotee
86117;Jouhet;1_Tres_sous_dotee
86118;Journet;1_Tres_sous_dotee
86119;Joussé;3_intermediaire
86120;Lathus-Saint-Rémy;1_Tres_sous_dotee
86121;Latillé;1_Tres_sous_dotee
86122;Lauthiers;2_Sous_dotee
86123;Boivre-la-Vallée;3_intermediaire
86124;Lavoux;3_intermediaire
86125;Leigné-les-Bois;1_Tres_sous_dotee
86126;Leignes-sur-Fontaine;2_Sous_dotee
86127;Leigné-sur-Usseau;1_Tres_sous_dotee
86128;Lencloître;1_Tres_sous_dotee
86129;Lésigny;1_Tres_sous_dotee
86130;Leugny;1_Tres_sous_dotee
86131;Lhommaizé;2_Sous_dotee
86132;Liglet;2_Sous_dotee
86133;Ligugé;3_intermediaire
86134;Linazay;2_Sous_dotee
86135;Liniers;3_intermediaire
86136;Lizant;3_intermediaire
86137;Loudun;1_Tres_sous_dotee
86138;Luchapt;1_Tres_sous_dotee
86139;Lusignan;1_Tres_sous_dotee
86140;Lussac-les-Châteaux;2_Sous_dotee
86141;Magné;1_Tres_sous_dotee
86142;Maillé;1_Tres_sous_dotee
86143;Mairé;1_Tres_sous_dotee
86144;Maisonneuve;1_Tres_sous_dotee
86145;Marçay;1_Tres_sous_dotee
86147;Marigny-Chemereau;1_Tres_sous_dotee
86148;Marnay;1_Tres_sous_dotee
86149;Martaizé;1_Tres_sous_dotee
86150;Massognes;1_Tres_sous_dotee
86151;Maulay;1_Tres_sous_dotee
86152;Mauprévoir;3_intermediaire
86153;Mazerolles;2_Sous_dotee
86154;Mazeuil;1_Tres_sous_dotee
86156;Messemé;1_Tres_sous_dotee
86157;Mignaloux-Beauvoir;3_intermediaire
86158;Migné-Auxances;3_intermediaire
86159;Millac;1_Tres_sous_dotee
86160;Mirebeau;1_Tres_sous_dotee
86161;Moncontour;1_Tres_sous_dotee
86162;Mondion;1_Tres_sous_dotee
86163;Montamisé;3_intermediaire
86164;Monthoiron;1_Tres_sous_dotee
86165;Montmorillon;1_Tres_sous_dotee
86167;Monts-sur-Guesnes;1_Tres_sous_dotee
86169;Morton;1_Tres_sous_dotee
86170;Moulismes;2_Sous_dotee
86171;Moussac;1_Tres_sous_dotee
86172;Mouterre-sur-Blourde;1_Tres_sous_dotee
86173;Mouterre-Silly;1_Tres_sous_dotee
86174;Naintré;1_Tres_sous_dotee
86175;Nalliers;2_Sous_dotee
86176;Nérignac;1_Tres_sous_dotee
86177;Neuville-de-Poitou;1_Tres_sous_dotee
86178;Nieuil-l'Espoir;2_Sous_dotee
86180;Nouaillé-Maupertuis;2_Sous_dotee
86181;Nueil-sous-Faye;1_Tres_sous_dotee
86182;Orches;1_Tres_sous_dotee
86183;Les Ormes;1_Tres_sous_dotee
86184;Ouzilly;1_Tres_sous_dotee
86186;Oyré;1_Tres_sous_dotee
86187;Paizay-le-Sec;2_Sous_dotee
86189;Payroux;3_intermediaire
86190;Persac;2_Sous_dotee
86191;Pindray;1_Tres_sous_dotee
86192;Plaisance;1_Tres_sous_dotee
86193;Pleumartin;1_Tres_sous_dotee
86194;Poitiers;3_intermediaire
86195;Port-de-Piles;1_Tres_sous_dotee
86196;Pouançay;1_Tres_sous_dotee
86197;Pouant;1_Tres_sous_dotee
86198;Pouillé;2_Sous_dotee
86200;Pressac;1_Tres_sous_dotee
86201;Prinçay;1_Tres_sous_dotee
86202;La Puye;2_Sous_dotee
86203;Queaux;2_Sous_dotee
86204;Quinçay;1_Tres_sous_dotee
86205;Ranton;1_Tres_sous_dotee
86206;Raslay;1_Tres_sous_dotee
86207;La Roche-Posay;1_Tres_sous_dotee
86209;Roches-Prémarie-Andillé;2_Sous_dotee
86210;Roiffé;1_Tres_sous_dotee
86211;Romagne;2_Sous_dotee
86213;Rouillé;1_Tres_sous_dotee
86214;Saint-Benoît;3_intermediaire
86217;Saint-Christophe;1_Tres_sous_dotee
86218;Saint-Clair;1_Tres_sous_dotee
86220;Saint-Gaudent;3_intermediaire
86221;Saint-Genest-d'Ambière;1_Tres_sous_dotee
86222;Saint-Georges-lès-Baillargeaux;2_Sous_dotee
86223;Saint-Germain;2_Sous_dotee
86224;Saint-Gervais-les-Trois-Clochers;1_Tres_sous_dotee
86225;Saint-Jean-de-Sauves;1_Tres_sous_dotee
86226;Saint-Julien-l'Ars;3_intermediaire
86227;Saint-Laon;1_Tres_sous_dotee
86228;Saint-Laurent-de-Jourdes;2_Sous_dotee
86229;Saint-Léger-de-Montbrillais;1_Tres_sous_dotee
86230;Saint-Léomer;1_Tres_sous_dotee
86233;Valdivienne;2_Sous_dotee
86234;Saint-Martin-l'Ars;3_intermediaire
86235;Saint-Maurice-la-Clouère;1_Tres_sous_dotee
86236;Saint-Pierre-de-Maillé;2_Sous_dotee
86237;Saint-Pierre-d'Exideuil;3_intermediaire
86239;Sainte-Radégonde;2_Sous_dotee
86241;Saint-Rémy-sur-Creuse;1_Tres_sous_dotee
86242;Saint-Romain;3_intermediaire
86244;Saint-Sauvant;1_Tres_sous_dotee
86245;Senillé-Saint-Sauveur;1_Tres_sous_dotee
86246;Saint-Savin;2_Sous_dotee
86247;Val-de-Comporté;3_intermediaire
86248;Saint-Secondin;1_Tres_sous_dotee
86249;Saires;1_Tres_sous_dotee
86250;Saix;3_intermediaire
86252;Sammarçolles;1_Tres_sous_dotee
86253;Sanxay;1_Tres_sous_dotee
86254;Saulgé;1_Tres_sous_dotee
86255;Savigné;3_intermediaire
86256;Savigny-Lévescault;3_intermediaire
86257;Savigny-sous-Faye;1_Tres_sous_dotee
86258;Scorbé-Clairvaux;1_Tres_sous_dotee
86260;Sérigny;1_Tres_sous_dotee
86261;Sèvres-Anxaumont;3_intermediaire
86262;Sillars;2_Sous_dotee
86263;Smarves;2_Sous_dotee
86264;Sommières-du-Clain;1_Tres_sous_dotee
86265;Sossais;1_Tres_sous_dotee
86266;Surin;3_intermediaire
86268;Tercé;2_Sous_dotee
86269;Ternay;1_Tres_sous_dotee
86270;Thollet;1_Tres_sous_dotee
86271;Thurageau;1_Tres_sous_dotee
86272;Thuré;1_Tres_sous_dotee
86273;La Trimouille;1_Tres_sous_dotee
86274;Les Trois-Moutiers;1_Tres_sous_dotee
86275;Usseau;1_Tres_sous_dotee
86276;Usson-du-Poitou;1_Tres_sous_dotee
86279;Vaux-sur-Vienne;1_Tres_sous_dotee
86280;Vellèches;1_Tres_sous_dotee
86281;Saint-Martin-la-Pallu;1_Tres_sous_dotee
86284;Vernon;2_Sous_dotee
86285;Verrières;2_Sous_dotee
86286;Verrue;1_Tres_sous_dotee
86287;Vézières;1_Tres_sous_dotee
86288;Vicq-sur-Gartempe;1_Tres_sous_dotee
86289;Le Vigeant;1_Tres_sous_dotee
86290;La Villedieu-du-Clain;2_Sous_dotee
86291;Villemort;2_Sous_dotee
86292;Villiers;1_Tres_sous_dotee
86293;Vivonne;1_Tres_sous_dotee
86294;Vouillé;1_Tres_sous_dotee
86295;Voulême;3_intermediaire
86296;Voulon;1_Tres_sous_dotee
86297;Vouneuil-sous-Biard;3_intermediaire
86298;Vouneuil-sur-Vienne;1_Tres_sous_dotee
86299;Vouzailles;1_Tres_sous_dotee
86300;Yversay;1_Tres_sous_dotee
87001;Aixe-sur-Vienne;3_intermediaire
87002;Ambazac;2_Sous_dotee
87003;Arnac-la-Poste;1_Tres_sous_dotee
87004;Augne;2_Sous_dotee
87005;Aureil;2_Sous_dotee
87006;Azat-le-Ris;1_Tres_sous_dotee
87007;Balledent;1_Tres_sous_dotee
87008;La Bazeuge;1_Tres_sous_dotee
87009;Beaumont-du-Lac;2_Sous_dotee
87011;Bellac;1_Tres_sous_dotee
87012;Berneuil;1_Tres_sous_dotee
87013;Bersac-sur-Rivalier;1_Tres_sous_dotee
87014;Bessines-sur-Gartempe;1_Tres_sous_dotee
87015;Beynac;3_intermediaire
87016;Les Billanges;2_Sous_dotee
87017;Blanzac;1_Tres_sous_dotee
87018;Blond;1_Tres_sous_dotee
87019;Boisseuil;3_intermediaire
87020;Bonnac-la-Côte;3_intermediaire
87021;Bosmie-l'Aiguille;3_intermediaire
87022;Breuilaufa;1_Tres_sous_dotee
87023;Le Buis;1_Tres_sous_dotee
87024;Bujaleuf;2_Sous_dotee
87025;Burgnac;3_intermediaire
87027;Bussière-Galant;3_intermediaire
87028;Val-d'Oire-et-Gartempe;1_Tres_sous_dotee
87029;Les Cars;3_intermediaire
87030;Chaillac-sur-Vienne;3_intermediaire
87031;Le Chalard;3_intermediaire
87032;Châlus;3_intermediaire
87033;Chamboret;1_Tres_sous_dotee
87034;Champagnac-la-Rivière;2_Sous_dotee
87035;Champnétery;2_Sous_dotee
87036;Champsac;3_intermediaire
87037;La Chapelle-Montbrandeix;2_Sous_dotee
87038;Chaptelat;3_intermediaire
87039;Château-Chervix;1_Tres_sous_dotee
87040;Châteauneuf-la-Forêt;2_Sous_dotee
87041;Châteauponsac;1_Tres_sous_dotee
87042;Le Châtenet-en-Dognon;2_Sous_dotee
87043;Cheissoux;2_Sous_dotee
87044;Chéronnac;2_Sous_dotee
87045;Cieux;3_intermediaire
87046;Cognac-la-Forêt;3_intermediaire
87047;Compreignac;1_Tres_sous_dotee
87048;Condat-sur-Vienne;3_intermediaire
87049;Coussac-Bonneval;3_intermediaire
87050;Couzeix;3_intermediaire
87051;La Croisille-sur-Briance;2_Sous_dotee
87052;La Croix-sur-Gartempe;1_Tres_sous_dotee
87053;Cromac;1_Tres_sous_dotee
87054;Cussac;2_Sous_dotee
87056;Dinsac;1_Tres_sous_dotee
87057;Dompierre-les-Églises;1_Tres_sous_dotee
87058;Domps;2_Sous_dotee
87059;Le Dorat;1_Tres_sous_dotee
87060;Dournazac;3_intermediaire
87061;Droux;1_Tres_sous_dotee
87062;Eybouleuf;2_Sous_dotee
87063;Eyjeaux;3_intermediaire
87064;Eymoutiers;2_Sous_dotee
87065;Feytiat;3_intermediaire
87066;Flavignac;3_intermediaire
87067;Folles;1_Tres_sous_dotee
87068;Fromental;1_Tres_sous_dotee
87069;Gajoubert;1_Tres_sous_dotee
87070;La Geneytouse;2_Sous_dotee
87071;Glandon;3_intermediaire
87072;Glanges;1_Tres_sous_dotee
87073;Gorre;2_Sous_dotee
87074;Les Grands-Chézeaux;1_Tres_sous_dotee
87075;Isle;3_intermediaire
87076;Jabreilles-les-Bordes;2_Sous_dotee
87077;Janailhac;3_intermediaire
87078;Javerdat;3_intermediaire
87079;La Jonchère-Saint-Maurice;2_Sous_dotee
87080;Jouac;1_Tres_sous_dotee
87081;Jourgnac;3_intermediaire
87082;Ladignac-le-Long;3_intermediaire
87083;Laurière;1_Tres_sous_dotee
87084;Lavignac;3_intermediaire
87085;Limoges;5b_Non_prioritaire
87086;Linards;2_Sous_dotee
87087;Lussac-les-Églises;1_Tres_sous_dotee
87088;Magnac-Bourg;1_Tres_sous_dotee
87089;Magnac-Laval;1_Tres_sous_dotee
87090;Mailhac-sur-Benaize;1_Tres_sous_dotee
87091;Maisonnais-sur-Tardoire;2_Sous_dotee
87092;Marval;1_Tres_sous_dotee
87093;Masléon;2_Sous_dotee
87094;Meilhac;3_intermediaire
87095;Meuzac;1_Tres_sous_dotee
87096;La Meyze;3_intermediaire
87097;Val d'Issoire;1_Tres_sous_dotee
87099;Moissannes;2_Sous_dotee
87100;Montrol-Sénard;3_intermediaire
87101;Mortemart;1_Tres_sous_dotee
87103;Nantiat;1_Tres_sous_dotee
87104;Nedde;2_Sous_dotee
87105;Neuvic-Entier;2_Sous_dotee
87106;Nexon;3_intermediaire
87107;Nieul;3_intermediaire
87108;Nouic;1_Tres_sous_dotee
87109;Oradour-Saint-Genest;1_Tres_sous_dotee
87110;Oradour-sur-Glane;3_intermediaire
87111;Oradour-sur-Vayres;2_Sous_dotee
87112;Pageas;3_intermediaire
87113;Le Palais-sur-Vienne;3_intermediaire
87114;Panazol;3_intermediaire
87115;Pensol;1_Tres_sous_dotee
87116;Peyrat-de-Bellac;1_Tres_sous_dotee
87117;Peyrat-le-Château;2_Sous_dotee
87118;Peyrilhac;3_intermediaire
87119;Pierre-Buffière;3_intermediaire
87120;La Porcherie;1_Tres_sous_dotee
87121;Rancon;1_Tres_sous_dotee
87122;Razès;3_intermediaire
87123;Rempnat;2_Sous_dotee
87124;Rilhac-Lastours;3_intermediaire
87125;Rilhac-Rancon;3_intermediaire
87126;Rochechouart;2_Sous_dotee
87127;La Roche-l'Abeille;3_intermediaire
87128;Saint-Pardoux-le-Lac;1_Tres_sous_dotee
87129;Royères;2_Sous_dotee
87130;Roziers-Saint-Georges;2_Sous_dotee
87131;Saillat-sur-Vienne;2_Sous_dotee
87132;Saint-Amand-le-Petit;2_Sous_dotee
87133;Saint-Amand-Magnazeix;1_Tres_sous_dotee
87134;Sainte-Anne-Saint-Priest;2_Sous_dotee
87135;Saint-Auvent;2_Sous_dotee
87137;Saint-Bazile;2_Sous_dotee
87138;Saint-Bonnet-Briance;2_Sous_dotee
87139;Saint-Bonnet-de-Bellac;1_Tres_sous_dotee
87140;Saint-Brice-sur-Vienne;3_intermediaire
87141;Saint-Cyr;2_Sous_dotee
87142;Saint-Denis-des-Murs;2_Sous_dotee
87143;Saint-Gence;3_intermediaire
87144;Saint-Genest-sur-Roselle;3_intermediaire
87145;Saint-Georges-les-Landes;1_Tres_sous_dotee
87146;Saint-Germain-les-Belles;1_Tres_sous_dotee
87147;Saint-Gilles-les-Forêts;2_Sous_dotee
87148;Saint-Hilaire-Bonneval;3_intermediaire
87149;Saint-Hilaire-la-Treille;1_Tres_sous_dotee
87150;Saint-Hilaire-les-Places;3_intermediaire
87151;Saint-Jean-Ligoure;3_intermediaire
